postalCode0,postalCode,Prefecture,City,Following
150322,0150322,秋田県,由利本荘市,新上条
150303,0150303,秋田県,由利本荘市,陳ケ森
150888,0150888,秋田県,由利本荘市,新組町
180842,0180842,秋田県,由利本荘市,新沢
180902,0180902,秋田県,由利本荘市,新田
150033,0150033,秋田県,由利本荘市,神沢
150869,0150869,秋田県,由利本荘市,陣場岱
150833,0150833,秋田県,由利本荘市,巣組
150875,0150875,秋田県,由利本荘市,砂子下
150351,0150351,秋田県,由利本荘市,堰口
150840,0150840,秋田県,由利本荘市,瀬越場
150867,0150867,秋田県,由利本荘市,千刈
150081,0150081,秋田県,由利本荘市,雪車町
150808,0150808,秋田県,由利本荘市,大門
180844,0180844,秋田県,由利本荘市,高尾
180905,0180905,秋田県,由利本荘市,滝
150083,0150083,秋田県,由利本荘市,滝ノ沢
150086,0150086,秋田県,由利本荘市,舘
150063,0150063,秋田県,由利本荘市,舘前
150804,0150804,秋田県,由利本荘市,谷山小路
150822,0150822,秋田県,由利本荘市,田町
150044,0150044,秋田県,由利本荘市,玉ノ池
150504,0150504,秋田県,由利本荘市,鳥海町上川内
150721,0150721,秋田県,由利本荘市,鳥海町上笹子
150515,0150515,秋田県,由利本荘市,鳥海町上直根
150503,0150503,秋田県,由利本荘市,鳥海町栗沢
150505,0150505,秋田県,由利本荘市,鳥海町小川
150511,0150511,秋田県,由利本荘市,鳥海町戈之神
150512,0150512,秋田県,由利本荘市,鳥海町猿倉
150502,0150502,秋田県,由利本荘市,鳥海町下川内
150722,0150722,秋田県,由利本荘市,鳥海町下笹子
150513,0150513,秋田県,由利本荘市,鳥海町下直根
150514,0150514,秋田県,由利本荘市,鳥海町中直根
150501,0150501,秋田県,由利本荘市,鳥海町伏見
150516,0150516,秋田県,由利本荘市,鳥海町百宅
150886,0150886,秋田県,由利本荘市,調練場
150323,0150323,秋田県,由利本荘市,土倉
150054,0150054,秋田県,由利本荘市,土谷（谷地）
150055,0150055,秋田県,由利本荘市,土谷（その他）
150866,0150866,秋田県,由利本荘市,堤脇
150873,0150873,秋田県,由利本荘市,鶴沼
150842,0150842,秋田県,由利本荘市,出戸上野
150837,0150837,秋田県,由利本荘市,出戸町（赤沼下道）
150857,0150857,秋田県,由利本荘市,寺後
180732,0180732,秋田県,由利本荘市,徳沢
150061,0150061,秋田県,由利本荘市,二十六木
150089,0150089,秋田県,由利本荘市,鳥田目
180853,0180853,秋田県,由利本荘市,長坂
180901,0180901,秋田県,由利本荘市,中田代
180722,0180722,秋田県,由利本荘市,中館
150803,0150803,秋田県,由利本荘市,中竪町
180843,0180843,秋田県,由利本荘市,中帳
180845,0180845,秋田県,由利本荘市,中俣
150851,0150851,秋田県,由利本荘市,中梵天
150817,0150817,秋田県,由利本荘市,中町
150807,0150807,秋田県,由利本荘市,中横町
150865,0150865,秋田県,由利本荘市,西大鍬町
150882,0150882,秋田県,由利本荘市,西小人町
150352,0150352,秋田県,由利本荘市,西沢
150858,0150858,秋田県,由利本荘市,西梵天
180601,0180601,秋田県,由利本荘市,西目町海士剥
180602,0180602,秋田県,由利本荘市,西目町出戸
180603,0180603,秋田県,由利本荘市,西目町西目
180604,0180604,秋田県,由利本荘市,西目町沼田
150855,0150855,秋田県,由利本荘市,二番堰
150877,0150877,秋田県,由利本荘市,濡浜北
180854,0180854,秋田県,由利本荘市,及位
150052,0150052,秋田県,由利本荘市,畑谷
150835,0150835,秋田県,由利本荘市,八幡下
150075,0150075,秋田県,由利本荘市,花畑町
180906,0180906,秋田県,由利本荘市,羽広
150031,0150031,秋田県,由利本荘市,浜三川
150827,0150827,秋田県,由利本荘市,浜ノ町
150362,0150362,秋田県,由利本荘市,東鮎川
150314,0150314,秋田県,由利本荘市,東中沢
150843,0150843,秋田県,由利本荘市,東梵天
150076,0150076,秋田県,由利本荘市,東町
150211,0150211,秋田県,由利本荘市,東由利老方
150202,0150202,秋田県,由利本荘市,東由利蔵
150231,0150231,秋田県,由利本荘市,東由利黒渕
150241,0150241,秋田県,由利本荘市,東由利宿
150242,0150242,秋田県,由利本荘市,東由利杉森
150232,0150232,秋田県,由利本荘市,東由利田代
150221,0150221,秋田県,由利本荘市,東由利舘合
150201,0150201,秋田県,由利本荘市,東由利法内
150813,0150813,秋田県,由利本荘市,日役町
150353,0150353,秋田県,由利本荘市,平石
180851,0180851,秋田県,由利本荘市,平岫
180724,0180724,秋田県,由利本荘市,深沢
150053,0150053,秋田県,由利本荘市,福山
150047,0150047,秋田県,由利本荘市,藤崎
150046,0150046,秋田県,由利本荘市,船岡
150890,0150890,秋田県,由利本荘市,船ケ台
150863,0150863,秋田県,由利本荘市,不戻沢
150839,0150839,秋田県,由利本荘市,古川端
150824,0150824,秋田県,由利本荘市,古雪町
150809,0150809,秋田県,由利本荘市,本荘
150077,0150077,秋田県,由利本荘市,本田仲町
150838,0150838,秋田県,由利本荘市,梵天谷地
150341,0150341,秋田県,由利本荘市,前郷
150304,0150304,秋田県,由利本荘市,曲沢
150363,0150363,秋田県,由利本荘市,町村
150853,0150853,秋田県,由利本荘市,松街道
150032,0150032,秋田県,由利本荘市,松ケ崎
180855,0180855,秋田県,由利本荘市,松本
150064,0150064,秋田県,由利本荘市,万願寺
150801,0150801,秋田県,由利本荘市,美倉町
150885,0150885,秋田県,由利本荘市,水林
150068,0150068,秋田県,由利本荘市,南ノ股
150364,0150364,秋田県,由利本荘市,南福田
150043,0150043,秋田県,由利本荘市,宮内
150082,0150082,秋田県,由利本荘市,宮沢
150332,0150332,秋田県,由利本荘市,森子
150088,0150088,秋田県,由利本荘市,柳生
150041,0150041,秋田県,由利本荘市,薬師堂
150418,0150418,秋田県,由利本荘市,矢島町荒沢
150412,0150412,秋田県,由利本荘市,矢島町川辺
150413,0150413,秋田県,由利本荘市,矢島町木在
150416,0150416,秋田県,由利本荘市,矢島町坂之下
150411,0150411,秋田県,由利本荘市,矢島町城内
150415,0150415,秋田県,由利本荘市,矢島町新荘
150414,0150414,秋田県,由利本荘市,矢島町立石
150403,0150403,秋田県,由利本荘市,矢島町舘町
150401,0150401,秋田県,由利本荘市,矢島町田中町
150404,0150404,秋田県,由利本荘市,矢島町七日町
150417,0150417,秋田県,由利本荘市,矢島町元町
150402,0150402,秋田県,由利本荘市,矢島町矢島町
150078,0150078,秋田県,由利本荘市,谷地町
150243,0150243,秋田県,由利本荘市,山内（三ツ方森）
150092,0150092,秋田県,由利本荘市,山内（その他）
150025,0150025,秋田県,由利本荘市,山田
150333,0150333,秋田県,由利本荘市,山本
150087,0150087,秋田県,由利本荘市,湯沢
150324,0150324,秋田県,由利本荘市,吉沢
180725,0180725,秋田県,由利本荘市,米坂
150815,0150815,秋田県,由利本荘市,猟師町
181400,0181400,秋田県,潟上市,以下に掲載がない場合
181504,0181504,秋田県,潟上市,飯田川飯塚
181501,0181501,秋田県,潟上市,飯田川金山
181502,0181502,秋田県,潟上市,飯田川下虻川
181503,0181503,秋田県,潟上市,飯田川和田妹川
181401,0181401,秋田県,潟上市,昭和大久保
181412,0181412,秋田県,潟上市,昭和豊川岡井戸
181411,0181411,秋田県,潟上市,昭和豊川上虻川
181414,0181414,秋田県,潟上市,昭和豊川槻木
181413,0181413,秋田県,潟上市,昭和豊川船橋
181416,0181416,秋田県,潟上市,昭和豊川山田
181415,0181415,秋田県,潟上市,昭和豊川竜毛
181403,0181403,秋田県,潟上市,昭和八丁目
181402,0181402,秋田県,潟上市,昭和乱橋
100202,0100202,秋田県,潟上市,天王大崎
100101,0100101,秋田県,潟上市,天王（追分、追分西、上北野、長沼）
100201,0100201,秋田県,潟上市,天王（その他）
140000,0140000,秋田県,大仙市,以下に掲載がない場合
140013,0140013,秋田県,大仙市,朝日町
140067,0140067,秋田県,大仙市,飯田
140004,0140004,秋田県,大仙市,泉町
140112,0140112,秋田県,大仙市,板見内
140073,0140073,秋田県,大仙市,内小友
192201,0192201,秋田県,大仙市,円行寺
140714,0140714,秋田県,大仙市,大神成
192202,0192202,秋田県,大仙市,大沢郷宿
192103,0192103,秋田県,大仙市,大沢郷寺
191616,0191616,秋田県,大仙市,太田町永代
191613,0191613,秋田県,大仙市,太田町太田
191615,0191615,秋田県,大仙市,太田町川口
191605,0191605,秋田県,大仙市,太田町国見
191612,0191612,秋田県,大仙市,太田町小神成
191604,0191604,秋田県,大仙市,太田町駒場
191611,0191611,秋田県,大仙市,太田町斉内
191602,0191602,秋田県,大仙市,太田町三本扇
191603,0191603,秋田県,大仙市,太田町中里
191614,0191614,秋田県,大仙市,太田町東今泉
191601,0191601,秋田県,大仙市,太田町横沢
140022,0140022,秋田県,大仙市,大花町
140031,0140031,秋田県,大仙市,大曲
140055,0140055,秋田県,大仙市,大曲あけぼの町
140068,0140068,秋田県,大仙市,大曲飯田町
140025,0140025,秋田県,大仙市,大曲大町
140054,0140054,秋田県,大仙市,大曲金谷町
140048,0140048,秋田県,大仙市,大曲上大町
140062,0140062,秋田県,大仙市,大曲上栄町
140052,0140052,秋田県,大仙市,大曲川原町
140023,0140023,秋田県,大仙市,大曲黒瀬町
140061,0140061,秋田県,大仙市,大曲栄町
140015,0140015,秋田県,大仙市,大曲白金町
140034,0140034,秋田県,大仙市,大曲住吉町
140047,0140047,秋田県,大仙市,大曲須和町
140046,0140046,秋田県,大仙市,大曲田町
140027,0140027,秋田県,大仙市,大曲通町
140043,0140043,秋田県,大仙市,大曲戸巻町
140024,0140024,秋田県,大仙市,大曲中通町
140053,0140053,秋田県,大仙市,大曲花園町
140051,0140051,秋田県,大仙市,大曲浜町
140063,0140063,秋田県,大仙市,大曲日の出町
140014,0140014,秋田県,大仙市,大曲福住町
140042,0140042,秋田県,大仙市,大曲福見町
140057,0140057,秋田県,大仙市,大曲船場町
140041,0140041,秋田県,大仙市,大曲丸子町
140026,0140026,秋田県,大仙市,大曲丸の内町
140056,0140056,秋田県,大仙市,大曲緑町
140045,0140045,秋田県,大仙市,大曲若葉町
140072,0140072,秋田県,大仙市,大曲西根
192331,0192331,秋田県,大仙市,大巻
140064,0140064,秋田県,大仙市,小貫高畑
141413,0141413,秋田県,大仙市,角間川町
192333,0192333,秋田県,大仙市,金山沢
140202,0140202,秋田県,大仙市,上鶯野
192112,0192112,秋田県,大仙市,刈和野
140066,0140066,秋田県,大仙市,川目
140203,0140203,秋田県,大仙市,北長野
191702,0191702,秋田県,大仙市,北楢岡
192121,0192121,秋田県,大仙市,北野目
192334,0192334,秋田県,大仙市,木原田
192412,0192412,秋田県,大仙市,協和荒川
192521,0192521,秋田県,大仙市,協和稲沢
192413,0192413,秋田県,大仙市,協和上淀川
192441,0192441,秋田県,大仙市,協和小種
192411,0192411,秋田県,大仙市,協和境
192442,0192442,秋田県,大仙市,協和下淀川
192443,0192443,秋田県,大仙市,協和中淀川
192401,0192401,秋田県,大仙市,協和船岡
192402,0192402,秋田県,大仙市,協和船沢
192431,0192431,秋田県,大仙市,協和峰吉川
192332,0192332,秋田県,大仙市,九升田
140713,0140713,秋田県,大仙市,栗沢
140803,0140803,秋田県,大仙市,上野田
192335,0192335,秋田県,大仙市,強首
140012,0140012,秋田県,大仙市,幸町
140017,0140017,秋田県,大仙市,佐野町
140204,0140204,秋田県,大仙市,清水
140201,0140201,秋田県,大仙市,下鶯野
140065,0140065,秋田県,大仙市,下深井
192204,0192204,秋田県,大仙市,正手沢
191701,0191701,秋田県,大仙市,神宮寺
192205,0192205,秋田県,大仙市,杉山田
192122,0192122,秋田県,大仙市,高城
140103,0140103,秋田県,大仙市,高関上郷
140805,0140805,秋田県,大仙市,高梨
192111,0192111,秋田県,大仙市,土川
192123,0192123,秋田県,大仙市,寺館
140801,0140801,秋田県,大仙市,戸地谷
140044,0140044,秋田県,大仙市,戸蒔
140712,0140712,秋田県,大仙市,豊岡
140711,0140711,秋田県,大仙市,豊川
140206,0140206,秋田県,大仙市,長戸呂
140207,0140207,秋田県,大仙市,長野
191949,0191949,秋田県,大仙市,南外赤畑
191865,0191865,秋田県,大仙市,南外赤平後野
191863,0191863,秋田県,大仙市,南外赤平貝沼
191864,0191864,秋田県,大仙市,南外赤平大道東
191866,0191866,秋田県,大仙市,南外赤平台野
191868,0191868,秋田県,大仙市,南外赤平平家
191858,0191858,秋田県,大仙市,南外赤平六郎沢
191901,0191901,秋田県,大仙市,南外悪戸野
191835,0191835,秋田県,大仙市,南外揚土
191834,0191834,秋田県,大仙市,南外揚土山
191876,0191876,秋田県,大仙市,南外新屋布
191916,0191916,秋田県,大仙市,南外石仏
191942,0191942,秋田県,大仙市,南外岩倉
191945,0191945,秋田県,大仙市,南外岩瀬
191908,0191908,秋田県,大仙市,南外上野
191932,0191932,秋田県,大仙市,南外大黒森
191842,0191842,秋田県,大仙市,南外大杉
191843,0191843,秋田県,大仙市,南外大杉二タ又杉
191841,0191841,秋田県,大仙市,南外大杉山岸
191852,0191852,秋田県,大仙市,南外太田
191855,0191855,秋田県,大仙市,南外大畑
191857,0191857,秋田県,大仙市,南外大畑潜沢
191856,0191856,秋田県,大仙市,南外大畑深山
191935,0191935,秋田県,大仙市,南外大平
191905,0191905,秋田県,大仙市,南外大向
191961,0191961,秋田県,大仙市,南外大柳
191882,0191882,秋田県,大仙市,南外大和野
191812,0191812,秋田県,大仙市,南外沖田
191875,0191875,秋田県,大仙市,南外落合
191906,0191906,秋田県,大仙市,南外金屋
191956,0191956,秋田県,大仙市,南外上荒又
191948,0191948,秋田県,大仙市,南外上釜坂
191907,0191907,秋田県,大仙市,南外上鎌田
191816,0191816,秋田県,大仙市,南外上木直
191926,0191926,秋田県,大仙市,南外上桑台
191925,0191925,秋田県,大仙市,南外上巣ノ沢
191872,0191872,秋田県,大仙市,南外上中宿
191922,0191922,秋田県,大仙市,南外上中野
191808,0191808,秋田県,大仙市,南外川口
191807,0191807,秋田県,大仙市,南外川口本町
191817,0191817,秋田県,大仙市,南外木直沢
191834,0191834,秋田県,大仙市,南外北田黒瀬
191832,0191832,秋田県,大仙市,南外北田山田ケ沢
191951,0191951,秋田県,大仙市,南外黒滝
191937,0191937,秋田県,大仙市,南外小荒沢
191847,0191847,秋田県,大仙市,南外小出
191802,0191802,秋田県,大仙市,南外小春木沢
191813,0191813,秋田県,大仙市,南外猿ケ瀬出野
191851,0191851,秋田県,大仙市,南外山王台
191957,0191957,秋田県,大仙市,南外小浪滝
191938,0191938,秋田県,大仙市,南外下荒沢
191952,0191952,秋田県,大仙市,南外下荒又
191947,0191947,秋田県,大仙市,南外下釜坂
191903,0191903,秋田県,大仙市,南外下鎌田
191814,0191814,秋田県,大仙市,南外下木直
191931,0191931,秋田県,大仙市,南外下滝
191902,0191902,秋田県,大仙市,南外下袋
191915,0191915,秋田県,大仙市,南外下湯ノ又
191946,0191946,秋田県,大仙市,南外十二ノ前
191806,0191806,秋田県,大仙市,南外十二袋
191848,0191848,秋田県,大仙市,南外鞦田
191909,0191909,秋田県,大仙市,南外杉橋
191923,0191923,秋田県,大仙市,南外巣ノ沢
191924,0191924,秋田県,大仙市,南外巣ノ沢石切場
191953,0191953,秋田県,大仙市,南外外小友
191955,0191955,秋田県,大仙市,南外外山
191928,0191928,秋田県,大仙市,南外滝中田表
191933,0191933,秋田県,大仙市,南外滝ノ沢
191934,0191934,秋田県,大仙市,南外田尻
191873,0191873,秋田県,大仙市,南外田中
191826,0191826,秋田県,大仙市,南外田中田
191827,0191827,秋田県,大仙市,南外田中田山根
191822,0191822,秋田県,大仙市,南外田屋村
191831,0191831,秋田県,大仙市,南外壇ノ平山
191861,0191861,秋田県,大仙市,南外寺沢
191888,0191888,秋田県,大仙市,南外土場
191936,0191936,秋田県,大仙市,南外中荒沢
191954,0191954,秋田県,大仙市,南外中荒又
191927,0191927,秋田県,大仙市,南外中桑台
191874,0191874,秋田県,大仙市,南外中宿
191921,0191921,秋田県,大仙市,南外中野
191929,0191929,秋田県,大仙市,南外中野山
191904,0191904,秋田県,大仙市,南外中袋
191887,0191887,秋田県,大仙市,南外中渡
191846,0191846,秋田県,大仙市,南外梨木田
191805,0191805,秋田県,大仙市,南外西板戸
191804,0191804,秋田県,大仙市,南外西野
191886,0191886,秋田県,大仙市,南外西ノ又
191963,0191963,秋田県,大仙市,南外西ノ又滝ノ沢
191878,0191878,秋田県,大仙市,南外及位
191884,0191884,秋田県,大仙市,南外林ノ沢
191943,0191943,秋田県,大仙市,南外一ト刎
191815,0191815,秋田県,大仙市,南外平形
191883,0191883,秋田県,大仙市,南外平沢
191918,0191918,秋田県,大仙市,南外広表
191801,0191801,秋田県,大仙市,南外物渡台
191825,0191825,秋田県,大仙市,南外坊田
191803,0191803,秋田県,大仙市,南外坊田石兀ノ下
191853,0191853,秋田県,大仙市,南外坊田黒沢
191911,0191911,秋田県,大仙市,南外坊村
191941,0191941,秋田県,大仙市,南外松木田
191912,0191912,秋田県,大仙市,南外丸木橋
191939,0191939,秋田県,大仙市,南外水上沢
191877,0191877,秋田県,大仙市,南外水沢
191824,0191824,秋田県,大仙市,南外宮田
191958,0191958,秋田県,大仙市,南外向ノ沢
191881,0191881,秋田県,大仙市,南外葎沢
191885,0191885,秋田県,大仙市,南外無尻橋
191811,0191811,秋田県,大仙市,南外本宿
191917,0191917,秋田県,大仙市,南外薬師堂
191871,0191871,秋田県,大仙市,南外谷地田
191913,0191913,秋田県,大仙市,南外湯神台
191914,0191914,秋田県,大仙市,南外湯ノ又
191944,0191944,秋田県,大仙市,南外湯元
191962,0191962,秋田県,大仙市,南外若林
191862,0191862,秋田県,大仙市,南外和合
140104,0140104,秋田県,大仙市,新谷地
140804,0140804,秋田県,大仙市,橋本
140001,0140001,秋田県,大仙市,花館
140002,0140002,秋田県,大仙市,花館上町
140006,0140006,秋田県,大仙市,花館中町
140005,0140005,秋田県,大仙市,花館柳町
140032,0140032,秋田県,大仙市,東川
140071,0140071,秋田県,大仙市,蛭川
140114,0140114,秋田県,大仙市,福田
140021,0140021,秋田県,大仙市,福田町
141412,0141412,秋田県,大仙市,藤木
140011,0140011,秋田県,大仙市,富士見町
140802,0140802,秋田県,大仙市,払田
140113,0140113,秋田県,大仙市,堀見内
140101,0140101,秋田県,大仙市,松倉
140003,0140003,秋田県,大仙市,美原町
140205,0140205,秋田県,大仙市,鑓見内
140111,0140111,秋田県,大仙市,横堀
140102,0140102,秋田県,大仙市,四ツ屋
141411,0141411,秋田県,大仙市,六郷西根
140016,0140016,秋田県,大仙市,若竹町
140033,0140033,秋田県,大仙市,和合
183300,0183300,秋田県,北秋田市,以下に掲載がない場合
183313,0183313,秋田県,北秋田市,旭町
184621,0184621,秋田県,北秋田市,阿仁荒瀬
184623,0184623,秋田県,北秋田市,阿仁荒瀬川櫃畑
184731,0184731,秋田県,北秋田市,阿仁打当
184743,0184743,秋田県,北秋田市,阿仁笑内
184624,0184624,秋田県,北秋田市,阿仁鍵ノ滝
184745,0184745,秋田県,北秋田市,阿仁萱草
184613,0184613,秋田県,北秋田市,阿仁銀山
184741,0184741,秋田県,北秋田市,阿仁幸屋
184742,0184742,秋田県,北秋田市,阿仁幸屋渡
184603,0184603,秋田県,北秋田市,阿仁小様
184622,0184622,秋田県,北秋田市,阿仁小沢鉱山
184602,0184602,秋田県,北秋田市,阿仁小渕
184604,0184604,秋田県,北秋田市,阿仁三枚鉱山
184733,0184733,秋田県,北秋田市,阿仁戸鳥内
184734,0184734,秋田県,北秋田市,阿仁長畑
184732,0184732,秋田県,北秋田市,阿仁中村
184744,0184744,秋田県,北秋田市,阿仁根子
184735,0184735,秋田県,北秋田市,阿仁比立内
184746,0184746,秋田県,北秋田市,阿仁伏影
184515,0184515,秋田県,北秋田市,阿仁前田
184612,0184612,秋田県,北秋田市,阿仁真木沢鉱山
184611,0184611,秋田県,北秋田市,阿仁水無
184601,0184601,秋田県,北秋田市,阿仁吉田
183314,0183314,秋田県,北秋田市,伊勢町
183343,0183343,秋田県,北秋田市,今泉
184302,0184302,秋田県,北秋田市,浦田
183324,0183324,秋田県,北秋田市,大町
184516,0184516,秋田県,北秋田市,桂瀬
184251,0184251,秋田県,北秋田市,鎌沢
184231,0184231,秋田県,北秋田市,上杉
184211,0184211,秋田県,北秋田市,川井
184203,0184203,秋田県,北秋田市,木戸石
183341,0183341,秋田県,北秋田市,黒沢
184513,0184513,秋田県,北秋田市,小又
184514,0184514,秋田県,北秋田市,五味堀
183451,0183451,秋田県,北秋田市,小森
184273,0184273,秋田県,北秋田市,根田
183311,0183311,秋田県,北秋田市,材木町
183302,0183302,秋田県,北秋田市,栄
184221,0184221,秋田県,北秋田市,下杉
183322,0183322,秋田県,北秋田市,住吉町
184282,0184282,秋田県,北秋田市,李岱
184261,0184261,秋田県,北秋田市,芹沢
183332,0183332,秋田県,北秋田市,鷹巣（平崎上岱）
183331,0183331,秋田県,北秋田市,鷹巣（その他）
183301,0183301,秋田県,北秋田市,綴子
184241,0184241,秋田県,北秋田市,道城
183453,0183453,秋田県,北秋田市,中屋敷
183452,0183452,秋田県,北秋田市,七日市
184272,0184272,秋田県,北秋田市,新田目
184512,0184512,秋田県,北秋田市,根森田
184202,0184202,秋田県,北秋田市,八幡岱新田
183312,0183312,秋田県,北秋田市,花園町
184281,0184281,秋田県,北秋田市,羽根山
183316,0183316,秋田県,北秋田市,東横町
184271,0184271,秋田県,北秋田市,福田
183333,0183333,秋田県,北秋田市,坊沢
184303,0184303,秋田県,北秋田市,本城
183342,0183342,秋田県,北秋田市,前山
184201,0184201,秋田県,北秋田市,増沢
183321,0183321,秋田県,北秋田市,松葉町
184263,0184263,秋田県,北秋田市,三木田
184262,0184262,秋田県,北秋田市,三里
183315,0183315,秋田県,北秋田市,宮前町
183325,0183325,秋田県,北秋田市,元町
184511,0184511,秋田県,北秋田市,森吉
184301,0184301,秋田県,北秋田市,米内沢
183323,0183323,秋田県,北秋田市,米代町
183454,0183454,秋田県,北秋田市,脇神
180400,0180400,秋田県,にかほ市,以下に掲載がない場合
180431,0180431,秋田県,にかほ市,伊勢居地
180411,0180411,秋田県,にかほ市,院内
180322,0180322,秋田県,にかほ市,大竹
180412,0180412,秋田県,にかほ市,小国
180421,0180421,秋田県,にかほ市,釜ケ台
180126,0180126,秋田県,にかほ市,象潟町１丁目塩越
180118,0180118,秋田県,にかほ市,象潟町２丁目塩越
180119,0180119,秋田県,にかほ市,象潟町３丁目塩越
180116,0180116,秋田県,にかほ市,象潟町４丁目塩越
180106,0180106,秋田県,にかほ市,象潟町５丁目塩越
180135,0180135,秋田県,にかほ市,象潟町洗釜
180107,0180107,秋田県,にかほ市,象潟町荒屋下
180105,0180105,秋田県,にかほ市,象潟町荒屋妻
180112,0180112,秋田県,にかほ市,象潟町家の後
180108,0180108,秋田県,にかほ市,象潟町入湖の澗
180115,0180115,秋田県,にかほ市,象潟町後田
180136,0180136,秋田県,にかほ市,象潟町大砂川
180121,0180121,秋田県,にかほ市,象潟町大塩越
180142,0180142,秋田県,にかほ市,象潟町大須郷
180162,0180162,秋田県,にかほ市,象潟町大森
180131,0180131,秋田県,にかほ市,象潟町大谷地
180114,0180114,秋田県,にかほ市,象潟町沖の田
180146,0180146,秋田県,にかほ市,象潟町蒲谷池
180103,0180103,秋田県,にかほ市,象潟町上狐森
180184,0180184,秋田県,にかほ市,象潟町上小坂
180188,0180188,秋田県,にかほ市,象潟町烏島
180141,0180141,秋田県,にかほ市,象潟町川袋
180109,0180109,秋田県,にかほ市,象潟町冠石下
180122,0180122,秋田県,にかほ市,象潟町象潟島
180104,0180104,秋田県,にかほ市,象潟町狐森
180102,0180102,秋田県,にかほ市,象潟町木戸口
180145,0180145,秋田県,にかほ市,象潟町源蔵潟
180187,0180187,秋田県,にかほ市,象潟町小烏島
180172,0180172,秋田県,にかほ市,象潟町小才の神
180183,0180183,秋田県,にかほ市,象潟町小坂
180143,0180143,秋田県,にかほ市,象潟町小砂川
180153,0180153,秋田県,にかほ市,象潟町小滝
180158,0180158,秋田県,にかほ市,象潟町琴和喜
180129,0180129,秋田県,にかほ市,象潟町才の神
180175,0180175,秋田県,にかほ市,象潟町坂の下
180148,0180148,秋田県,にかほ市,象潟町下浜山
180181,0180181,秋田県,にかほ市,象潟町白山堂
180133,0180133,秋田県,にかほ市,象潟町関
180161,0180161,秋田県,にかほ市,象潟町大飯郷
180156,0180156,秋田県,にかほ市,象潟町大門先
180166,0180166,秋田県,にかほ市,象潟町高田
180157,0180157,秋田県,にかほ市,象潟町鷹放
180147,0180147,秋田県,にかほ市,象潟町立石
180165,0180165,秋田県,にかほ市,象潟町狸森
180167,0180167,秋田県,にかほ市,象潟町田の神
180128,0180128,秋田県,にかほ市,象潟町太郎島
180171,0180171,秋田県,にかほ市,象潟町続島
180132,0180132,秋田県,にかほ市,象潟町鳥の海
180163,0180163,秋田県,にかほ市,象潟町長岡
180127,0180127,秋田県,にかほ市,象潟町中橋町
180144,0180144,秋田県,にかほ市,象潟町中谷地
180154,0180154,秋田県,にかほ市,象潟町二階谷地
180134,0180134,秋田県,にかほ市,象潟町西中野沢
180125,0180125,秋田県,にかほ市,象潟町二の丸
180124,0180124,秋田県,にかほ市,象潟町入道島
180186,0180186,秋田県,にかほ市,象潟町能因島
180113,0180113,秋田県,にかほ市,象潟町浜の田
180117,0180117,秋田県,にかほ市,象潟町浜畑
180101,0180101,秋田県,にかほ市,象潟町浜山
180174,0180174,秋田県,にかほ市,象潟町林の下
180182,0180182,秋田県,にかほ市,象潟町不動沢
180111,0180111,秋田県,にかほ市,象潟町武道島
180155,0180155,秋田県,にかほ市,象潟町弁天島
180152,0180152,秋田県,にかほ市,象潟町本郷
180164,0180164,秋田県,にかほ市,象潟町丸山
180123,0180123,秋田県,にかほ市,象潟町妙見下
180185,0180185,秋田県,にかほ市,象潟町屋敷田
180151,0180151,秋田県,にかほ市,象潟町横岡
180176,0180176,秋田県,にかほ市,象潟町横山
180173,0180173,秋田県,にかほ市,象潟町四隅池
180302,0180302,秋田県,にかほ市,黒川
180311,0180311,秋田県,にかほ市,金浦
180404,0180404,秋田県,にかほ市,芹田
180414,0180414,秋田県,にかほ市,田抓
180434,0180434,秋田県,にかほ市,寺田
180422,0180422,秋田県,にかほ市,冬師
180301,0180301,秋田県,にかほ市,飛
180435,0180435,秋田県,にかほ市,中三地
180433,0180433,秋田県,にかほ市,畑
180413,0180413,秋田県,にかほ市,馬場
180436,0180436,秋田県,にかほ市,樋目野
180402,0180402,秋田県,にかほ市,平沢
180321,0180321,秋田県,にかほ市,前川
180432,0180432,秋田県,にかほ市,水沢
180403,0180403,秋田県,にかほ市,三森
180401,0180401,秋田県,にかほ市,両前寺
140300,0140300,秋田県,仙北市,以下に掲載がない場合
140373,0140373,秋田県,仙北市,角館町岩瀬
140375,0140375,秋田県,仙北市,角館町岩瀬下タ野
140316,0140316,秋田県,仙北市,角館町岩瀬町
140374,0140374,秋田県,仙北市,角館町上野
140336,0140336,秋田県,仙北市,角館町裏町
140364,0140364,秋田県,仙北市,角館町大中嶋
140371,0140371,秋田県,仙北市,角館町大風呂
140347,0140347,秋田県,仙北市,角館町小勝田
140332,0140332,秋田県,仙北市,角館町歩行町
140334,0140334,秋田県,仙北市,角館町表町上丁
140331,0140331,秋田県,仙北市,角館町表町下丁
140367,0140367,秋田県,仙北市,角館町勝楽
140362,0140362,秋田県,仙北市,角館町金山下
140327,0140327,秋田県,仙北市,角館町上新町
140369,0140369,秋田県,仙北市,角館町上菅沢
140346,0140346,秋田県,仙北市,角館町川原
140333,0140333,秋田県,仙北市,角館町川原町
140358,0140358,秋田県,仙北市,角館町川原町後
140359,0140359,秋田県,仙北市,角館町北野
140341,0140341,秋田県,仙北市,角館町雲然
140372,0140372,秋田県,仙北市,角館町小館
140324,0140324,秋田県,仙北市,角館町小人町
140363,0140363,秋田県,仙北市,角館町下川原
